txn_id,event_id,entity_id,date,description,item_id,price,qty,debit_acct,credit_acct,amount
498,498,1,2015-11-28,THE BOARDROOM GAME CAFE. HALIFAX NS,,59.71,1,Bar,Visa,59.71
499,499,1,2015-11-29,Spotify 155123571087-1 Stockholm,,11.49,1,Spotify,Visa,11.49
500,500,1,2015-11-29,ULTRAMAR # 23012 HALIFAX NS,,34.8,1,Fuel,Visa,34.8
501,501,1,2015-11-30,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
502,502,1,2015-11-30,Withdrawal | PTB WD --- HA809188,,20,1,Bus,Chequing,20
503,503,1,2015-11-30,Withdrawal | PTB WD --- HA809188,,20,1,Bus,Chequing,20
504,504,1,2015-11-30,LOAN INTEREST,,14.88,1,Leisure Interest,Chequing,14.88
505,505,1,2015-11-30,Transfer | WWW TRANSFER - 3867,,700,1,Transfer,Chequing,700
506,506,1,2015-11-28,PAYMENT - THANK YOU / PAIEMENT - MERCI,,700,1,Visa,Transfer,700
507,507,1,2015-11-30,INTEREST PAYMENT | 14.88,,0,1,Credit Line,Info,0
508,508,1,2015-12-02,CHEQUE - # 061,,875,1,Rent,Chequing,875
509,509,1,2015-12-01,DEPOSIT INTEREST,,1.1,1,Savings,Interest,1.1
510,510,1,2015-12-01,DreamHost dh-fee.com 877-8294070 | 95.40 USD @ 1.3724,,130.93,1,Website Hosting,Visa,130.93
511,511,1,2015-12-01,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS,,10.12,1,Delivery,Visa,10.12
512,512,1,2015-12-02,MCDONALD'S #29712 HALIFAX NS,,15.39,1,Fast Food,Visa,15.39
513,513,1,2015-12-03,PURCHASE INTEREST 19.99%,,9.22,1,Leisure Interest,Visa,9.22
514,514,1,2015-12-03,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.83,1,Snacks,Visa,4.83
515,515,1,2015-12-02,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.29,1,Lunch,Visa,7.29
516,516,1,2015-12-03,THAI EXPRESS HALIFAX NS,,10.9,1,Lunch,Visa,10.9
517,517,1,2015-12-04,LAWTONS # 2754 HALIFAX NS,,12.93,1,Girls,Visa,12.93
518,518,1,2015-12-05,LE BISTRO BY LIZ HALIFAX NS,,87.39,1,Restaraunt,Visa,87.39
519,519,1,2015-12-05,SOBEYS 881 QPS HALIFAX NS,,6.89,1,Food,Visa,6.89
520,520,1,2015-12-05,STEAMGAMES.COM 425-952-2985,,21.99,1,Games,Visa,21.99
521,521,1,2015-12-06,SOBEYS 574 QPS HALIFAX NS | (Birthday card for Sabina's friend),,3.44,1,Girls,Visa,3.44
522,522,1,2015-12-06,SOBEYS 574 QPS HALIFAX NS,,4.59,1,Food,Visa,4.59
523,523,1,2015-12-06,SOBEYS 574 QPS HALIFAX NS,,29.11,1,Food,Visa,29.11
524,524,1,2015-12-07,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
525,525,1,2015-12-07,WWW TFR MIN0-02838 | LoC,,100,1,Transfer,Credit Line,100
526,526,1,2015-12-07,Transfer | WWW TRANSFER - 2838,,100,1,Chequing,Transfer,100
527,527,1,2015-12-07,Payment | WWW PAYMENT - 8983,,0.5,1,Jenny,Chequing,0.5
528,528,1,2015-12-07,"SHOPPERSDRUGMART0147 HALIFAX NS | (Advil for Sabina, and contact and deodorant to keep at her place for me)",,25.27,1,Girls,Visa,25.27
529,529,1,2015-12-08,ELLE'S BISTRO HALIFAX NS,,13.12,1,Lunch,Visa,13.12
530,530,1,2015-12-08,NEEDS 198 QPS HALIFAX NS,,9.18,1,Snacks,Visa,9.18
531,531,1,2015-12-09,MCDONALD'S #29712 HALIFAX NS,,9.88,1,Fast Food,Visa,9.88
532,532,1,2015-12-09,ANNA'S CAFE &amp; GRILL HALIFAX NS,,9.78,1,Lunch,Visa,9.78
533,533,1,2015-12-10,Email Trfs | INTERAC E-TRF- 6872,,55,1,Jenny,Chequing,55
534,534,1,2015-12-10,INT E-TRF FEE,,1,1,Jenny,Chequing,1
535,535,1,2015-12-10,BURRITO JAX HALIFAX NS,,12.85,1,Lunch,Visa,12.85
536,536,1,2015-12-10,BAI WEI GRILL BAR HALIFAX NS,,64.86,1,Restaraunt,Visa,64.86
537,537,1,2015-12-11,ANNA'S CAFE &amp; GRILL HALIFAX NS,,7.99,1,Lunch,Visa,7.99
538,538,1,2015-12-12,SOBEYS 574 QPS HALIFAX NS,,35.31,1,Food,Visa,35.31
539,539,1,2015-12-12,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.37,1,iOS,Visa,1.37
540,540,1,2015-12-14,NETFLIX.COM 866-716-0414 ON,,7.99,1,Netflix,Visa,7.99
541,541,1,2015-12-14,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS,,10.12,1,Delivery,Visa,10.12
542,542,1,2015-12-15,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
543,543,1,2015-12-16,SCHEDULED PAYMENT | ONLINE TRANSFER,,100,1,Savings Expense,Chequing,100
544,544,1,2015-12-16,INSURANCE | TD Insurance,,16.25,1,Tenants Insurance,Chequing,16.25
545,545,1,2015-12-16,INSURANCE | TD Insurance,,73.83,1,Car Insurance,Chequing,73.83
546,546,1,2015-12-16,LOAN INTEREST,,34.74,1,Education Interest,Chequing,34.74
547,547,1,2015-12-12,SOBEYS 574 QPS HALIFAX NS,,35.31,1,Food,Visa,35.31
548,548,1,2015-12-12,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.37,1,iOS,Visa,1.37
549,549,1,2015-12-14,NETFLIX.COM 866-716-0414 ON,,7.99,1,Netflix,Visa,7.99
550,550,1,2015-12-14,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS,,10.12,1,Delivery,Visa,10.12
551,551,1,2015-12-16,CASINO TAXI 2 HALIFAX NS,,14.47,1,Girls,Visa,14.47
552,552,1,2015-12-16,MARYS PLACE II HALIFAX NS,,23.75,1,Restaraunt,Visa,23.75
553,553,1,2015-12-16,INTEREST PAYMENT | 28.95,,0,1,Student Credit,Info,0
554,554,1,2015-12-16,LOANPROTECTOR INSURANCE PREMIUM | 5.79,,0,1,Student Credit,Info,0
555,555,1,2015-12-17,PERSONAL LOAN | SPL,,326.6,1,Car Payment,Chequing,326.6
556,556,1,2015-12-17,JACK ASTOR'S DARTMOUTH DARTMOUTH NS,,40.63,1,Restaraunt,Visa,40.63
557,557,1,2015-12-18,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.48,1,iCloud,Visa,1.48
558,558,1,2015-12-18,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.84,1,Snacks,Visa,4.84
559,559,1,2015-12-19,APPLE STORE #R514 HALIFAX NS | (Refund from Apple for Mom),,113,1,Visa,Transfer,113
560,560,1,2015-12-21,WWW TRF DDA - 1414 | (Cash Mom transfered out for refund - She rounded so there is an $0.85 gain by me),,113,1,Transfer,Chequing,113
561,561,1,2015-12-19,KFC/TB HALIFAX HALIFAX NS,,10.34,1,Fast Food,Visa,10.34
562,562,1,2015-12-19,THE HOME DEPOT #7126 HALIFAX NS | (Mom and Dad's Christmas gift - Nest Thermostat),,286.35,1,Marian,Visa,286.35
563,563,1,2015-12-19,"SAWADEE, TEA HOUSE, EXOTIHALIFAX NS",,27.8,1,Girls,Visa,27.8
564,564,1,2015-12-19,LUSH HALIFAX HALIFAX NS,,28.92,1,Girls,Visa,28.92
565,565,1,2015-12-20,MANHATTAN PIZZA HALIFAX NS,,19.83,1,Delivery,Visa,19.83
566,566,1,2015-12-20,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.83,1,Snacks,Visa,4.83
567,567,1,2015-12-21,HRM PARKING 902-490-4349 NS | (Reimbursed by Sabina in cash),,75,1,Transfer,Visa,75
568,568,1,2015-12-21,CASH WITHDRAWAL | BR TO BR - 0003,,45,1,Laundry,Chequing,45
569,569,1,2015-12-21,Payment | WWW PAYMENT - 0424 TELUS MOBILIT,,121.24,1,Cellphone,Chequing,121.24
570,570,1,2015-12-22,WWW TFR MIN0-00039 | LoC,,400,1,Transfer,Credit Line,400
571,571,1,2015-12-22,Transfer | WWW TRANSFER - 0039,,400,1,Chequing,Transfer,400
572,572,1,2015-12-22,SCHEDULED PAYMENT | ONLINE TRANSFER,,200,1,Savings Expense,Chequing,200
573,573,1,2015-12-22,Loan Pmt | WWW LOAN PMT - 6783,,200,1,Transfer,Chequing,200
574,574,1,2015-12-22,WWW PMT MIN0-06783 | LoC,,200,1,Credit Line,Transfer,200
575,575,1,2015-12-22,SOBEYS 574 QPS HALIFAX NS,,7.25,1,Food,Visa,7.25
576,576,1,2015-12-22,BEST BUY #912 HALIFAX NS | [Returned on 2016-01-16] (Sabina's Christmas present - TV),,274.84,1,Transfer,Visa,274.84
577,577,1,2015-12-22,THAI EXPRESS HALIFAX NS,,10.9,1,Lunch,Visa,10.9
578,578,1,2015-12-23,Amazon.ca AMAZON.CA ON,,25,1,Jenny,Visa,25
579,579,1,2015-12-23,MCDONALD'S #40487 HALIFAX NS,,6.08,1,Lunch,Visa,6.08
580,580,1,2015-12-23,DOLLARAMA # 657 | IDP PURCHASE - 1692,,6.33,1,Girls,Chequing,6.33
581,581,1,2015-12-24,Payment | WWW PAYMENT - 0248 EASTLINK,,112.64,1,Internet,Chequing,112.64
582,582,1,2015-12-24,MANHATTAN PIZZA HALIFAX NS,,19.83,1,Delivery,Visa,19.83
583,583,1,2015-12-24,AMHERST SUPERSTORE #31 AMHERST NS,,12.4,1,Snacks,Visa,12.4
584,584,1,2015-12-24,ULTRAMAR # 23012 HALIFAX NS,,16.67,1,Fuel,Visa,16.67
585,585,1,2015-12-24,WWW.STEAMPOWERED.COM LUXEMBOURG,,32.66,1,Games,Visa,32.66
586,586,1,2015-12-26,ULTRAMAR # 23012 HALIFAX NS,,29.37,1,Fuel,Visa,29.37
587,587,1,2015-12-26,SHOPPERSDRUGMART0147 HALIFAX NS,,11.5,1,Girls,Visa,11.5
588,588,1,2015-12-27,MCDONALD'S #40082 Q04 HALIFAX NS,,10.67,1,Lunch,Visa,10.67
589,589,1,2015-12-28,"MOUNTAIN EQUIP CO-OP HALIFAX NS | (Winter hat, left in NYC with Sabina)",,10.35,1,Clothing,Visa,10.35
590,590,1,2015-12-28,THE GREAT WALL RESTAURANTHALIFAX NS,,17.12,1,Lunch,Visa,17.12
591,591,1,2015-12-28,CAPITAL HEALTH PARKQPS HALIFAX NS | (Hospital parking with Sabina),,4,1,Girls,Visa,4
592,592,1,2015-12-29,Spotify 175853588085-1 Stockholm,,11.49,1,Spotify,Visa,11.49
593,593,1,2015-12-30,LAWTON DRUGS 144 HALIFAX NS,,20,1,Bus,Visa,20
594,594,1,2015-12-30,MCDONALD'S #40487 HALIFAX NS,,8.27,1,Lunch,Visa,8.27
595,595,1,2015-12-30,"JOHNNY K'S AUTHENTIC DONAHALIFAX NS | (Bought with Sabina's sister, she paid for hers)",,13.44,1,Delivery,Visa,13.44
596,596,1,2015-12-30,LOAN INTEREST,,15.04,1,Leisure Interest,Chequing,15.04
597,597,1,2015-12-30,INTEREST PAYMENT | 15.04,,0,1,Credit Line,Info,0
598,598,1,2015-12-31,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
599,599,1,2015-12-31,Transfer | WWW TRANSFER - 9151,,700,1,Transfer,Chequing,700
600,600,1,2015-12-31,PAYMENT - THANK YOU / PAIEMENT - MERCI,,700,1,Visa,Transfer,700
601,601,1,2015-12-31,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1000,1,Visa,Transfer,1000
602,602,1,2015-12-31,MCDONALD'S #29712 HALIFAX NS,,4.36,1,Lunch,Visa,4.36
603,603,1,2015-12-31,THE ECONOMY SHOE SHOP HALIFAX NS | (Fries for Sabina and myself and Judy),,28.03,1,Delivery,Visa,28.03
604,604,1,2015-12-31,"WILLMAN'S FRIED FOODS LTDHALIFAX NS | (Judy gave me $20 cash for this, I gave her $5 cash at the farmers market - Fish and Chips for Sabina)",,1.15,1,Delivery,Visa,1.15
605,605,1,2015-12-31,"WILLMAN'S FRIED FOODS LTDHALIFAX NS | (Judy gave me $20 cash for this, I gave her $5 cash at the farmers market - Fish and Chips for Sabina)",,15,1,Transfer,Visa,15
606,606,1,2016-01-01,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS | (Judy gave me $20 cash for this - Salad and pizza with Sabina),,20,1,Transfer,Visa,20
607,607,1,2016-01-01,ALEXANDRA'S PIZZA (QUEEN HALIFAX NS | (Judy gave me $20 cash for this - Salad and pizza with Sabina),,6.97,1,Delivery,Visa,6.97
608,608,1,2016-01-02,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.37,1,iOS,Visa,1.37
609,609,1,2016-01-03,STEAMGAMES.COM 425-952-2985,,45.4,1,Games,Visa,45.4
610,610,1,2016-01-04,PURCHASE INTEREST 19.99%,,9.43,1,Leisure Interest,Visa,9.43
611,611,1,2016-01-04,MCDONALD'S #40487 HALIFAX NS,,6.66,1,Lunch,Visa,6.66
612,612,1,2016-01-04,WWW TFR MIN0-05097 | LoC,,1000,1,Transfer,Credit Line,1000
613,613,1,2016-01-04,DEPOSIT INTEREST,,0.96,1,Savings,Interest,0.96
614,614,1,2016-01-04,Transfer | WWW TRANSFER - 5097,,1000,1,Chequing,Transfer,1000
615,615,1,2016-01-04,Transfer | WWW TRANSFER - 5143,,1000,1,Transfer,Chequing,1000
616,616,1,2016-01-05,MCDONALD'S #40487 HALIFAX NS,,6.77,1,Lunch,Visa,6.77
617,617,1,2016-01-05,GST | CANADA,,51.13,1,Chequing,HST Rebate,51.13
618,618,1,2016-01-05,CHEQUE - # 062,,875,1,Rent,Chequing,875
619,619,1,2016-01-06,BR TO BR - 0003 | (Deposited cash given by parents for Christmas),,40,1,Chequing,Parents,40
620,620,1,2016-01-06,BR TO BR - 0003 | (Deposited cash given by Judy Bosire - reducing purchases above),,35,1,Chequing,Transfer,35
621,621,1,2016-01-06,Payment | WWW PAYMENT - 3156 N.S. POWER IN,,64.02,1,Power,Chequing,64.02
622,622,1,2016-01-06,MANHATTAN PIZZA HALIFAX NS,,18.32,1,Delivery,Visa,18.32
623,623,1,2016-01-06,TWO IF BY THE SEA CAFE HALIFAX NS,,6.73,1,Lunch,Visa,6.73
624,624,1,2016-01-07,SOBEYS 574 QPS HALIFAX NS,,16.54,1,Food,Visa,16.54
625,625,1,2016-01-07,SYKEA INC HALIFAX NS | (Should have a Hygiene category),,32.78,1,Hygiene,Visa,32.78
626,626,1,2016-01-07,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.37,1,iOS,Visa,1.37
627,627,1,2016-01-07,SUPERSTORE HALIFAX STH HALIFAX NS,,10.28,1,Food,Visa,10.28
628,628,1,2016-01-08,CINEPLEX 5130 HALIFAX NS | (Star Wars IMAX movie with Sabina and Nancy),,53.97,1,Activities,Visa,53.97
629,629,1,2016-01-08,MCDONALD'S #29712 HALIFAX NS,,6.77,1,Lunch,Visa,6.77
630,630,1,2016-01-09,SOYLENT 8447695368 CA | 34.00 USD @ 1.4535,,49.42,1,Food,Visa,49.42
631,631,1,2016-01-09,VALUE VILLAGE 2046 HALIFAX NS | (Skates),,8.04,1,Gear,Visa,8.04
632,632,1,2016-01-09,SPORT CHEK #370 HALIFAX NS | (Skate Sharpening),,6.9,1,Gear,Visa,6.9
633,633,1,2016-01-10,MCDONALD'S #5652 HALIFAX NS,,10.34,1,Fast Food,Visa,10.34
634,634,1,2016-01-10,SOBEYS 574 QPS HALIFAX NS,,25.18,1,Food,Visa,25.18
635,635,1,2016-01-10,SOBEYS 881 QPS HALIFAX NS,,12.83,1,Food,Visa,12.83
636,636,1,2016-01-10,ULTRAMAR # 23012 HALIFAX NS,,29.49,1,Fuel,Visa,29.49
637,637,1,2016-01-10,WALMART PORTRAITS23636 HALIFAX NS | (Passport photos),,28.74,1,One-Off,Visa,28.74
638,638,1,2016-01-11,Withdrawal | PTB WD --- HB333193 (Skating),,10,1,Activities,Chequing,10
639,639,1,2016-01-11,"Withdrawal | PTB WD --- HB333193 (Split with above, remaining $10 went to somewhere random)",,10,1,Other Leisure,Chequing,10
640,640,1,2016-01-11,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.84,1,Snacks,Visa,4.84
641,641,1,2016-01-11,THAI EXPRESS HALIFAX NS,,10.33,1,Lunch,Visa,10.33
642,642,1,2016-01-15,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
643,643,1,2016-01-12,SOBEYS 574 QPS HALIFAX NS,,28.04,1,Food,Visa,28.04
644,644,1,2016-01-13,MCDONALD'S #40487 HALIFAX NS,,8.27,1,Lunch,Visa,8.27
645,645,1,2016-01-14,SUBWAY #60595 HALIFAX NS,,8.92,1,Lunch,Visa,8.92
646,646,1,2016-01-14,NETFLIX.COM 866-716-0414 ON,,7.99,1,Netflix,Visa,7.99
647,647,1,2016-01-14,CAPITAL HEALTH PARKQPS HALIFAX NS | (Hospital parking with Sabina),,4,1,Girls,Visa,4
648,648,1,2016-01-14,CASINO TAXI 2 HALIFAX NS | (Taxi home from Sabina's),,17.73,1,Girls,Visa,17.73
649,649,1,2016-01-14,SUPERSTORE HALIFAX STH HALIFAX NS | (Food for Sabina),,35.9,1,Girls,Visa,35.9
650,650,1,2016-01-15,BATON ROUGE HALIFAX NS,,13.57,1,Lunch,Visa,13.57
651,651,1,2016-01-16,BEST BUY #912 HALIFAX NS | [Returned on 2016-01-16] (Sabina's Christmas present - TV),,274.84,1,Visa,Transfer,274.84
652,652,1,2016-01-17,BURRITO JAX HALIFAX NS,,22.05,1,Delivery,Visa,22.05
653,653,1,2016-01-17,CAPITAL HEALTH PARKQPS HALIFAX NS | (Sabina parking during winter ban),,4,1,Girls,Visa,4
654,654,1,2016-01-17,CAPITAL HEALTH PARKQPS HALIFAX NS,,4,1,Girls,Visa,4
655,655,1,2016-01-16,WAL-MART SUPERCENTER#3636HALIFAX NS,,14.21,1,Food,Visa,14.21
656,656,1,2016-01-18,SOBEYS 574 QPS HALIFAX NS,,137.19,1,Food,Visa,137.19
657,657,1,2016-01-18,APL* ITUNES.COM/BILL 800-676-2775 ON,,1.48,1,iCloud,Visa,1.48
658,658,1,2016-01-18,CAPITAL HEALTH PARKQPS HALIFAX NS | (Sabina parking during winter ban),,13.5,1,Girls,Visa,13.5
659,659,1,2016-01-18,WWW TFR MIN0-08294 | LoC,,650,1,Transfer,Credit Line,650
660,660,1,2016-01-18,Transfer | WWW TRANSFER - 8294,,650,1,Chequing,Transfer,650
661,661,1,2016-01-18,COSTCO WHOLESAL | IDP PURCHASE - 6408,,10.91,1,Food,Chequing,10.91
662,662,1,2016-01-18,SCHEDULED PAYMENT | ONLINE TRANSFER,,100,1,Savings Expense,Chequing,100
663,663,1,2016-01-18,INSURANCE | TD Insurance,,16.25,1,Tenants Insurance,Chequing,16.25
664,664,1,2016-01-18,INSURANCE | TD Insurance,,73.83,1,Car Insurance,Chequing,73.83
665,665,1,2016-01-18,PERSONAL LOAN | SPL,,326.6,1,Car Payment,Chequing,326.6
666,666,1,2016-01-18,Payment | WWW PAYMENT - 0874 EASTLINK,,112.64,1,Internet,Chequing,112.64
667,667,1,2016-01-18,LOAN INTEREST,,38.17,1,Education Interest,Chequing,38.17
668,668,1,2016-01-18,CITIZEN&amp;IMM-EAPPS ENLIGNEOTTAWA ON | (Sabina VISA app - Reimbursed in Cash),,100,1,Transfer,Visa,100
669,669,1,2016-01-18,INTEREST PAYMENT | 31.8,,0,1,Student Credit,Info,0
670,670,1,2016-01-18,LOANPROTECTOR INSURANCE PREMIUM | 6.37,,0,1,Student Credit,Info,0
671,671,1,2016-01-18,HRM PARKING 902-490-4349 NS | (Reimbursed by Sabina in cash),,25,1,Transfer,Visa,25
672,672,1,2016-01-20,BURRITO JAX HALIFAX NS | (For Sabina - She reimbursed $10 in cash),,4.91,1,Girls,Visa,4.91
673,673,1,2016-01-20,WWW CASH ADV/AVANCE DE FONDS -8510 | (Testing trying to pay cellphone bill with credit card - wash charged $3.50 to do so),,167.7,1,Cellphone,Visa,167.7
674,674,1,2016-01-20,MCDONALD'S #29712 HALIFAX NS,,6.77,1,Fast Food,Visa,6.77
675,675,1,2016-01-21,MCDONALD'S #40487 HALIFAX NS,,9.42,1,Lunch,Visa,9.42
676,676,1,2016-01-21,LAWTON DRUGS 144 HALIFAX NS | (Salt and contact fluid),,23.8,1,Food,Visa,23.8
677,677,1,2016-01-21,LAWTON DRUGS 144 HALIFAX NS,,20,1,Bus,Visa,20
678,678,1,2016-01-22,RBC - SERVICE CHARGE | (Due to paying Telus bill with credit card),,3.5,1,Cellphone,Visa,3.5
679,679,1,2016-01-22,BUBBA RAYS SPORTS BAR HALIFAX NS,,15.73,1,Bar,Visa,15.73
680,680,1,2016-01-23,GIGANTIC VIDEO I 95 LTD HALIFAX NS,,4.83,1,Snacks,Visa,4.83
681,681,1,2016-01-23,GAHAN HOUSE HALIFAX NS | (With Dan),,46.56,1,Bar,Visa,46.56
682,682,1,2016-01-24,FREEMANS LITTLE NEW YO HALIFAX NS | (With Sabina),,20.1,1,Restaraunt,Visa,20.1
683,683,1,2016-01-24,WWW.STEAMPOWERED.COM LUXEMBOURG | (Lego Marvel),,19.99,1,Games,Visa,19.99
684,684,1,2016-01-25,GAMES PEOPLE PLAY HALIFAX NS | (Two dice sets),,23,1,Gear,Visa,23
685,685,1,2016-01-25,BURRITO JAX HALIFAX NS,,10.11,1,Lunch,Visa,10.11
686,686,1,2016-01-25,Withdrawal | PTB WD --- HD967178 (Sabina reimbursed in cash $90 - still owes $10 as of 2016-02-06),,10,1,Girls,Chequing,10
687,687,1,2016-01-26,SOBEYS 574 QPS HALIFAX NS,,17.96,1,Food,Visa,17.96
688,688,1,2016-01-26,MCDONALD'S #29712 HALIFAX NS,,7.23,1,Lunch,Visa,7.23
689,689,1,2016-01-27,THAI EXPRESS HALIFAX NS,,10.9,1,Lunch,Visa,10.9
690,690,1,2016-01-27,"PASSPORT/PASSEPORT,HAL HALIFAX NS",,120,1,One-Off,Visa,120
691,691,1,2016-01-27,THE BODY SHOP CANADA #147HALIFAX NS | (Body wash),,28.75,1,Food,Visa,28.75
692,692,1,2016-01-28,LA FRASCA CIBI &amp; VINI HALIFAX NS | (With Sabina),,109.02,1,Restaraunt,Visa,109.02
693,693,1,2016-01-27,GIGANTIC VIDEO I 95 LTD HALIFAX NS | (Redbull for Sabina - reimbursed in cash),,11,1,Transfer,Visa,11
694,694,1,2016-01-28,APL* ITUNES.COM/BILL 800-676-2775 ON | (Rented movie - Capitan America: The First Avenger),,4.99,1,Activities,Visa,4.99
695,695,1,2016-01-28,BURRITO JAX HALIFAX NS | (For Sabina - she did not ask),,24.32,1,Fast Food,Visa,24.32
696,696,1,2016-01-28,ELLE'S BISTRO HALIFAX NS | (With Jeremy),,11.25,1,Lunch,Visa,11.25
697,697,1,2016-01-29,MCDONALD'S #297 | IDP PURCHASE - 9536,,7.23,1,Lunch,Chequing,7.23
698,698,1,2016-01-29,Payment | WWW PAYMENT - 7011 CPA ATLANTIC (Capstone 1),,1466.25,1,Uncategorized,Chequing,1466.25
699,699,1,2016-01-29,WWW TFR MIN0-07665 | LoC,,1400,1,Transfer,Credit Line,1400
700,700,1,2016-01-29,Transfer | WWW TRANSFER - 7665 (To pay off Visa in full and use debit),,1400,1,Chequing,Transfer,1400
701,701,1,2016-01-29,Transfer | WWW TRANSFER - 6158,,1400,1,Transfer,Chequing,1400
702,702,1,2016-01-29,PAYMENT - THANK YOU / PAIEMENT - MERCI,,1400,1,Visa,Transfer,1400
703,703,1,2016-01-29,PAYROLL DEPOSIT | [This is a fake amount],,1804.09,1,Chequing,Salary,1804.09
704,704,1,2016-01-29,APL* ITUNES.COM/BILL 800-676-2775 ON | (Rented movie - The Incredible Hulk),,4.99,1,Activities,Visa,4.99
705,705,1,2016-01-29,SOBEYS 574 QPS HALIFAX NS,,23.8,1,Food,Visa,23.8
706,706,1,2016-01-29,Spotify 202784965081-1 Stockholm,,11.49,1,Spotify,Visa,11.49
707,707,1,2016-01-29,"PASSPORT/PASSEPORT,HAL HALIFAX NS | (Rush passport fee to drive Sabina to NYC)",,50,1,One-Off,Visa,50
708,708,1,2016-01-29,WWW TFR MIN0-05169,,1466.25,1,Transfer,Student Credit,1466.25
709,709,1,2016-01-29,Transfer | WWW TRANSFER - 5169,,1466.25,1,Chequing,Transfer,1466.25
710,710,1,2016-01-29,"ULTRAMAR # 23012 HALIFAX NS | (NYC trip - reimbursed in USD 131) - Sabina filled up with my credit card I think, this could be for the gas can",,9,1,Uncategorized,Visa,9
711,711,1,2016-01-29,ULTRAMAR # 23012 HALIFAX NS | (NYC trip - reimbursed in USD 131) - Sabina filled up with my credit card I think,,37.79,1,Uncategorized,Visa,37.79
712,712,1,2016-01-30,ESSO 222 MAIN ST SACKVILLE NB | (NYC trip - reimbursed in USD 131),,19.59,1,Uncategorized,Visa,19.59
713,713,1,2016-01-30,IRVING/NACKAWIC #1326 NACKAWIC NB | (NYC trip - reimbursed in USD 131),,25.46,1,Uncategorized,Visa,25.46
714,714,1,2016-01-30,$ 20.00UNION S | IDP PURCHASE - 6470 (NYC trip fuel I think - date changed from 2016-02-01 - reimbursed in USD 131),,28.54,1,Uncategorized,Chequing,28.54
715,715,1,2016-01-30,US CUSTOMS HOULTON ME HOULTON ME | 6.00 USD @ 1.4466 (NYC trip - reimbursed in USD 131),,8.68,1,Uncategorized,Visa,8.68
716,716,1,2016-01-30,CIRCLE K 07061 WEST FALMOUTHME | 10.28 USD @ 1.4464 (NYC trip - reimbursed in USD 131),,14.87,1,Uncategorized,Visa,14.87
717,717,1,2016-01-30,EXXONMOBIL 97395412 NORTH HAVEN | 15.42 USD @ 1.4461 (NYC trip - reimbursed in USD 131),,22.3,1,Uncategorized,Visa,22.3
718,718,1,2016-01-30,ONSTAR DATA PLAN -AT&amp;T THORNHILL ON | (For Sabina's car's GPS - not reimbursed),,69,1,Girls,Visa,69
719,719,1,2016-01-30,MTA MVM*R504-VERNON BLV NEW YORK | 10.00 USD @ 1.4460 (NYC trip - subway),,14.46,1,Travel,Visa,14.46
720,720,1,2016-01-30,MTA MVM*R504-VERNON BLV NEW YORK | 10.00 USD @ 1.4460 (NYC trip - subway),,14.46,1,Travel,Visa,14.46
721,721,1,2016-01-31,MTA MVM*R504-VERNON BLV NEW YORK | 10.00 USD @ 1.4410 (NYC trip - subway),,14.41,1,Travel,Visa,14.41
722,722,1,2016-01-31,SLICE LONG ISLAND CNY | 9.00 USD @ 1.4466 (NYC trip - fast food),,13.02,1,Travel Eating,Visa,13.02
723,723,1,2016-01-31,LOAN INTEREST | (Changed date from Feb. 1 to show in proper month),,24.25,1,Leisure Interest,Chequing,24.25
724,724,1,2016-02-01,Withdrawal | PTB WD --- PLUS1859 (ATM withdrawal of $20 USD Cash in NYC),,33.26,1,Other Leisure,Chequing,33.26
725,725,1,2016-02-01,PLUS - SC -1859 | (ATM fee for withdrawing USD cash in NYC),,3,1,Travel,Chequing,3
726,726,1,2016-02-01,CROSS BORDER DR FEE | (ATM fee for withdrawing USD cash in NYC),,1,1,Travel,Chequing,1
727,727,1,2016-02-01,THAI EXPRESS | IDP PURCHASE - 5568,,10.9,1,Lunch,Chequing,10.9
728,728,1,2016-02-01,LAWTONS DRUGS # | IDP PURCHASE - 7455,,20,1,Bus,Chequing,20
729,729,1,2016-02-01,LAWTONS DRUGS # | IDP PURCHASE - 7455 (Erasers and note pad for DnD),,3.54,1,Housewears,Chequing,3.54
